1599727851481::TouchData - Username: TEST-1; time_ms: 1599727850081; event: Move; X: 1306.5353; Y: 999.0; Pressure: 0.625; Area: 0.10294118; TouchID: 4

1599727851483::TouchData - Username: TEST-1; time_ms: 1599727850097; event: Move; X: 1306.0; Y: 999.0; Pressure: 0.625; Area: 0.11764706; TouchID: 4

1599727851485::TouchData - Username: TEST-1; time_ms: 1599727850097; event: Move; X: 1305.0; Y: 999.0; Pressure: 0.625; Area: 0.11764706; TouchID: 4

1599727851487::TouchData - Username: TEST-1; time_ms: 1599727850098; event: Move; X: 1304.5654; Y: 999.0; Pressure: 0.625; Area: 0.11764706; TouchID: 4

1599727851489::TouchData - Username: TEST-1; time_ms: 1599727850114; event: Move; X: 1304.0; Y: 999.0; Pressure: 0.625; Area: 0.11764706; TouchID: 4

1599727851490::TouchData - Username: TEST-1; time_ms: 1599727850114; event: Move; X: 1303.0; Y: 999.0; Pressure: 0.625; Area: 0.11764706; TouchID: 4

1599727851492::TouchData - Username: TEST-1; time_ms: 1599727850114; event: Move; X: 1302.6481; Y: 999.0; Pressure: 0.625; Area: 0.11764706; TouchID: 4

1599727851494::TouchData - Username: TEST-1; time_ms: 1599727850131; event: Move; X: 1302.0; Y: 999.0; Pressure: 0.625; Area: 0.11764706; TouchID: 4

1599727851496::TouchData - Username: TEST-1; time_ms: 1599727850131; event: Move; X: 1301.0; Y: 999.0; Pressure: 0.6125; Area: 0.11764706; TouchID: 4

1599727851498::TouchData - Username: TEST-1; time_ms: 1599727850131; event: Move; X: 1300.9163; Y: 999.0; Pressure: 0.6125; Area: 0.11764706; TouchID: 4

1599727851500::TouchData - Username: TEST-1; time_ms: 1599727850147; event: Move; X: 1300.0; Y: 999.0; Pressure: 0.6125; Area: 0.11764706; TouchID: 4

1599727851504::TouchData - Username: TEST-1; time_ms: 1599727850147; event: Move; X: 1300.0; Y: 999.0; Pressure: 0.6; Area: 0.11764706; TouchID: 4

1599727851506::TouchData - Username: TEST-1; time_ms: 1599727850147; event: Move; X: 1300.0; Y: 999.0; Pressure: 0.6; Area: 0.11764706; TouchID: 4

1599727851508::TouchData - Username: TEST-1; time_ms: 1599727850164; event: Move; X: 1300.0; Y: 998.0; Pressure: 0.5625; Area: 0.11764706; TouchID: 4

1599727851511::TouchData - Username: TEST-1; time_ms: 1599727850164; event: Move; X: 1300.0; Y: 997.0; Pressure: 0.425; Area: 0.11764706; TouchID: 4

